molecule_chembl_id,canonical_smiles,standard_value
CHEMBL3644780,O=c1[nH]nc2c3c(cccc13)Oc1ccc(CNCCN3CCOCC3)cc1-2,50.0
CHEMBL3644781,O=c1[nH]nc2c3c(cccc13)Oc1ccc(CNC3CCC(O)CC3)cc1-2,30.0
CHEMBL3527002,O=C1CCN(Cc2ccc3c(c2)-c2n[nH]c(=O)c4cccc(c24)O3)CC1,120.0
CHEMBL3639485,COc1ccc2c3c(c(=O)[nH]c2c1)CCCN3,4000.0
CHEMBL3649709,COc1cccc2[nH]c(=O)c3c(c12)NCCC3,600.0
CHEMBL3649710,COc1ccc2[nH]c(=O)c3c(c2c1)NCCC3,500.0
CHEMBL3649711,CCCN1CCCc2c1c1cc(OC)ccc1[nH]c2=O,4000.0
CHEMBL3649712,CN1CCCc2c1c1ccccc1[nH]c2=O,4000.0
CHEMBL3649713,COc1ccc2[nH]c(=O)c3c(c2c1)N(C)CCC3,4000.0
CHEMBL3649714,CCN1CCCc2c1c1cc(OC)ccc1[nH]c2=O,4000.0
CHEMBL3649715,CN1CCCc2c1c1cc(O)ccc1[nH]c2=O,4000.0
CHEMBL3649716,CCCN1CCC(Oc2ccc3[nH]c(=O)c4c(c3c2)NCCC4)CC1,1030.0
CHEMBL3649717,CN1CCC(Oc2ccc3[nH]c(=O)c4c(c3c2)NCCC4)CC1,1070.0
CHEMBL3649718,CN1CCCc2c1c1cc(OC3CCNCC3)ccc1[nH]c2=O,3850.0
CHEMBL3649719,CN1CCC(Oc2ccc3[nH]c(=O)c4c(c3c2)N(C)CCC4)CC1,4000.0
CHEMBL3649720,O=C(NCCN1CCCCC1)c1ccc2[nH]c(=O)c3cccnc3c2c1,1050.0
CHEMBL3649721,CN(C)CCOc1ccc2[nH]c(=O)c3c(c2c1)NCCC3,370.0
CHEMBL3649722,O=c1[nH]c2ccc(OCCN3CCCCC3)cc2c2c1CCCN2,460.0
CHEMBL3649723,COCCOc1ccc2[nH]c(=O)c3c(c2c1)NCCC3,1520.0
CHEMBL3649724,O=c1[nH]c2ccc(OCCN3CCNCC3)cc2c2c1CCCN2,1480.0
CHEMBL3649725,CCOc1ccc2[nH]c(=O)c3c(c2c1)NCCC3,1540.0
CHEMBL3649726,O=c1[nH]c2ccc(OCCCN3CCCCC3)cc2c2c1CCCN2,4000.0
CHEMBL3649727,NCCOc1ccc2[nH]c(=O)c3c(c2c1)NCCC3,1160.0
CHEMBL3649728,O=c1[nH]c2ccc(OCCN3CCC(c4ccccc4)CC3)cc2c2c1CCCN2,1430.0
CHEMBL3649729,O=c1[nH]c2ccc(OCCO)cc2c2c1CCCN2,1080.0
CHEMBL3649730,O=c1[nH]c2ccc(OCCc3ccccc3)cc2c2c1CCCN2,4000.0
CHEMBL3649731,CCN(CC)CCOc1ccc2[nH]c(=O)c3c(c2c1)NCCC3,390.0
CHEMBL3649732,O=c1[nH]c2ccc(OCCN3CCOCC3)cc2c2c1CCCN2,2640.0
CHEMBL3649733,CC[N+]1(CC)CCN(CCOc2ccc3[nH]c(=O)c4c(c3c2)NCCC4)CC1,4000.0
CHEMBL3649734,O=c1[nH]c2ccc(OCCCCN3CCCCC3)cc2c2c1CCCN2,2850.0
CHEMBL3649735,CN1CCCc2c1c1cc(OCCN3CCCCC3)ccc1[nH]c2=O,3110.0
CHEMBL3649736,COCn1c(=O)c2c(c3cc(CCN(C)C)ccc31)NCCC2,1070.0
CHEMBL3649737,CN(C)CCc1ccc2c3c(c(=O)[nH]c2c1)CCCN3,230.0
CHEMBL3649738,CN(C)CCCc1ccc2[nH]c(=O)c3c(c2c1)NCCC3,930.0
CHEMBL3649739,CN(C)CCOc1ccc2c3c(c(=O)[nH]c2c1)CCCN3,1620.0
CHEMBL3649740,O=c1[nH]c2cc(OCCN3CCCCC3)ccc2c2c1CCCN2,3540.0
CHEMBL3649741,CN(C)CCCOc1ccc2c3c(c(=O)[nH]c2c1)CCCN3,3020.0
CHEMBL3649742,CN(C)c1ccc2c(c1)[nH]c(=O)c1cccnc12,4000.0
CHEMBL3649743,CC(c1ccc2c3c(c(=O)[nH]c2c1)CCCN3)N(C)C,50.0
CHEMBL3649744,CNC(C)c1ccc2c3c(c(=O)[nH]c2c1)CCCN3,100.0
CHEMBL3649745,CCc1ccc2c3c(c(=O)[nH]c2c1)CCCN3,4000.0
CHEMBL3649746,CN(C)Cc1ccc2c3c(c(=O)[nH]c2c1)CCCN3,40.0
CHEMBL3649747,CCN(CC)Cc1ccc2c3c(c(=O)[nH]c2c1)CCCN3,220.0
CHEMBL3649748,CCNCc1ccc2c3c(c(=O)[nH]c2c1)CCCN3,160.0
CHEMBL3649749,O=c1[nH]c2cc(CN3CCCC3)ccc2c2c1CCCN2,60.0
CHEMBL3649750,CC(C)NCc1ccc2c3c(c(=O)[nH]c2c1)CCCN3,260.0
CHEMBL3649751,CCCNCc1ccc2c3c(c(=O)[nH]c2c1)CCCN3,590.0
CHEMBL3649752,CCN(C)Cc1ccc2c3c(c(=O)[nH]c2c1)CCCN3,70.0
CHEMBL3649753,O=c1[nH]c2cc(CN3CCCCC3)ccc2c2c1CCCN2,130.0
CHEMBL3649754,O=c1[nH]c2cc(CN3CCOCC3)ccc2c2c1CCCN2,620.0
CHEMBL3649755,CN(C)Cc1ccc2[nH]c(=O)c3c(c2c1)NCCC3,320.0
CHEMBL3649756,CN(Cc1ccccc1)Cc1ccc2c3c(c(=O)[nH]c2c1)CCCN3,930.0
CHEMBL3649757,CNCc1ccc2c3c(c(=O)[nH]c2c1)CCCN3,70.0
CHEMBL3649758,CN(CCO)Cc1ccc2c3c(c(=O)[nH]c2c1)CCCN3,50.0
CHEMBL3649759,CN(C)CCN(C)Cc1ccc2c3c(c(=O)[nH]c2c1)CCCN3,930.0
CHEMBL3649760,CN1CCN(Cc2ccc3c4c(c(=O)[nH]c3c2)CCCN4)CC1,1720.0
CHEMBL3649761,CCCN(C)Cc1ccc2c3c(c(=O)[nH]c2c1)CCCN3,180.0
CHEMBL3649762,CCOC(=O)CCN(C)Cc1ccc2c3c(c(=O)[nH]c2c1)CCCN3,480.0
CHEMBL3649763,CN(CCC(=O)O)Cc1ccc2c3c(c(=O)[nH]c2c1)CCCN3,920.0
CHEMBL3649764,CC(C)N(C)Cc1ccc2c3c(c(=O)[nH]c2c1)CCCN3,190.0
CHEMBL3649765,COCCN(C)Cc1ccc2c3c(c(=O)[nH]c2c1)CCCN3,120.0
CHEMBL3649766,O=c1[nH]c2cc(CNCC(F)(F)F)ccc2c2c1CCCN2,4000.0
CHEMBL3649767,N#CCNCc1ccc2c3c(c(=O)[nH]c2c1)CCCN3,1020.0
CHEMBL3649768,O=c1[nH]c2cc(Cn3ccnc3)ccc2c2c1CCCN2,540.0
CHEMBL3649769,O=c1[nH]c2cc(Cn3cccc3)ccc2c2c1CCCN2,1540.0
CHEMBL3649770,CN(C)Cc1ccc2c3c(c(=O)[nH]c2c1)CCCN3C,90.0
CHEMBL3649771,CCN(CC)Cc1ccc2c3c(c(=O)[nH]c2c1)CCCN3C,1190.0
CHEMBL3649772,CN1CCCc2c1c1ccc(CN3CCCCC3)cc1[nH]c2=O,4000.0
CHEMBL3649773,CN1CCCc2c1c1ccc(CN3CCOCC3)cc1[nH]c2=O,1090.0
CHEMBL3649774,CCN(C)Cc1ccc2c3c(c(=O)[nH]c2c1)CCCN3C,3000.0
CHEMBL3649775,COc1cc(CN(C)C)cc2[nH]c(=O)c3c(c12)NCCC3,80.0
CHEMBL3649776,CNCc1cc(OC)c2c3c(c(=O)[nH]c2c1)CCCN3,100.0
CHEMBL3649777,COc1cc(CN2CCOCC2)cc2[nH]c(=O)c3c(c12)NCCC3,230.0
CHEMBL3649778,CCNCc1cc(OC)c2c3c(c(=O)[nH]c2c1)CCCN3,50.0
CHEMBL3649779,CCN(C)Cc1cc(OC)c2c3c(c(=O)[nH]c2c1)CCCN3,50.0
CHEMBL3649780,COc1cc(CN2CCCC2)cc2[nH]c(=O)c3c(c12)NCCC3,50.0
CHEMBL3649781,COc1cc(CN2CCC(=O)CC2)cc2[nH]c(=O)c3c(c12)NCCC3,110.0
CHEMBL3649782,COc1cc(CN2CCC(N=O)CC2)cc2[nH]c(=O)c3c(c12)NCCC3,180.0
CHEMBL3649783,CON=C1CCN(Cc2cc(OC)c3c4c(c(=O)[nH]c3c2)CCCN4)CC1,140.0
CHEMBL3649784,COCCN(C)Cc1cc(OC)c2c3c(c(=O)[nH]c2c1)CCCN3,110.0
CHEMBL3649785,COc1cc(CN2CC=CC2)cc2[nH]c(=O)c3c(c12)NCCC3,60.0
CHEMBL3649786,COc1cc(CN(C)CCOC(C)C)cc2[nH]c(=O)c3c(c12)NCCC3,320.0
CHEMBL3649787,COc1cc(CN2CCCCC2)cc2[nH]c(=O)c3c(c12)NCCC3,150.0
CHEMBL3649788,COc1cc(CN(C)CCCl)cc2[nH]c(=O)c3c(c12)NCCC3,180.0
CHEMBL3649789,CCN(CC)Cc1cc(OC)c2c3c(c(=O)[nH]c2c1)CCCN3,110.0
CHEMBL3649790,COc1cc(CNC(C)(C)C)cc2[nH]c(=O)c3c(c12)NCCC3,610.0
CHEMBL3649791,COc1cc(CNC(C)C)cc2[nH]c(=O)c3c(c12)NCCC3,110.0
CHEMBL3649792,COc1cc(CNC2CCCC2)cc2[nH]c(=O)c3c(c12)NCCC3,270.0
CHEMBL3649793,COc1cc(CN2CC(C)OC(C)C2)cc2[nH]c(=O)c3c(c12)NCCC3,780.0
CHEMBL3705003,COc1cc(C[N+](C)(C)C2CCCC2)cc2[nH]c(=O)c3c(c12)NCCC3,290.0
CHEMBL3649795,COc1cc(CN(C)C2CCCC2)cc2[nH]c(=O)c3c(c12)NCCC3,190.0
CHEMBL3649796,COc1cc(CN(C)C(C)C)cc2[nH]c(=O)c3c(c12)NCCC3,140.0
CHEMBL3649797,COc1cc(CN(C)CCF)cc2[nH]c(=O)c3c(c12)NCCC3,170.0
CHEMBL3649798,O=c1[nH]c2cc(Cc3nnn[nH]3)ccc2c2c1CCCN2,490.0
CHEMBL3649799,COc1cc(CNN2CCOCC2)cc2[nH]c(=O)c3c(c12)NCCC3,770.0
CHEMBL3649800,COc1cc(CN(C)N2CCOCC2)cc2[nH]c(=O)c3c(c12)NCCC3,900.0
CHEMBL3649801,CN(C)Cc1cc(O)c2c3c(c(=O)[nH]c2c1)CCCN3,750.0
CHEMBL3649802,CCOc1cc(CN(C)C)cc2[nH]c(=O)c3c(c12)NCCC3,60.0
CHEMBL3649803,CCOc1cc(CN2CCOCC2)cc2[nH]c(=O)c3c(c12)NCCC3,560.0
CHEMBL3649804,CCOc1cc(CN2CCCCC2)cc2[nH]c(=O)c3c(c12)NCCC3,180.0
CHEMBL3649805,CCOc1cc(CNC)cc2[nH]c(=O)c3c(c12)NCCC3,120.0
CHEMBL3649806,CCNCc1cc(OCC)c2c3c(c(=O)[nH]c2c1)CCCN3,60.0
CHEMBL3649807,COc1cc(CO)cc2[nH]c(=O)c3c(c12)NCCC3,190.0
CHEMBL3639486,COc1cc(CN2CCSCC2)cc2[nH]c(=O)c3c(c12)NCCC3,90.0
CHEMBL3649808,COc1cc(CNCCN2CCOCC2)cc2[nH]c(=O)c3c(c12)NCCC3,70.0
CHEMBL3649809,COc1cc(CN2CCC(N3CCOCC3)CC2)cc2[nH]c(=O)c3c(c12)NCCC3,140.0
CHEMBL3649810,COc1cc(CN)cc2[nH]c(=O)c3c(c12)NCCC3,70.0
CHEMBL3649811,CCCOc1cc(CN(C)C)cc2[nH]c(=O)c3c(c12)NCCC3,80.0
CHEMBL3649812,CCCOc1cc(CN2CCOCC2)cc2[nH]c(=O)c3c(c12)NCCC3,960.0
CHEMBL3649813,NCc1ccc2c3c(c(=O)[nH]c2c1)CCCN3,170.0
CHEMBL3653088,CCOc1cc(CN)cc2[nH]c(=O)c3c(c12)NCCC3,100.0
CHEMBL3653089,CCCOc1cc(CN)cc2[nH]c(=O)c3c(c12)NCCC3,190.0
CHEMBL3653090,COc1cc(CN(C)C2CCOCC2)cc2[nH]c(=O)c3c(c12)NCCC3,410.0
CHEMBL3653091,COCCOc1cc(CN(C)C)cc2[nH]c(=O)c3c(c12)NCCC3,180.0
CHEMBL3653092,COCCOc1cc(CN2CCOCC2)cc2[nH]c(=O)c3c(c12)NCCC3,610.0
CHEMBL3639434,O=c1[nH]nc2c3c(cccc13)N=C(CN1CCC(O)CC1)N2,35.0
CHEMBL3644561,O=c1[nH]nc2c3c(cccc13)N=C(CN1CCN(c3ccccc3)CC1)N2,23.0
CHEMBL3644562,O=c1[nH]nc2c3c(cccc13)N=C(CN1CCC(Cc3ccccc3)CC1)N2,35.0
CHEMBL3644563,O=c1[nH]nc2c3c(cccc13)N=C(COc1ccccc1)N2,19.0
CHEMBL3644564,O=c1[nH]nc2c3c(cccc13)N=C(CN1CC=C(c3ccc(F)cc3)CC1)N2,6.0
CHEMBL3644565,O=c1[nH]nc2c3c(cccc13)N=C(CN1CCN(c3ccc(Cl)cc3)CC1)N2,9.0
CHEMBL3644566,O=c1[nH]nc2c3c(cccc13)N=C(CN1CC=C(c3ccccc3)CC1)N2,12.0
CHEMBL3644567,O=c1[nH]nc2c3c(cccc13)N=C(CNCc1ccc(Cl)c(Cl)c1)N2,18.0
CHEMBL3644568,O=c1[nH]nc2c3c(cccc13)N=C(CNCCc1cccc(F)c1)N2,32.0
CHEMBL3644569,O=c1[nH]nc2c3c(cccc13)N=C(CNCc1cccc(C(F)(F)F)c1)N2,21.0
CHEMBL3644570,O=c1[nH]nc2c3c(cccc13)N=C(CN1CCC3(CC1)OCCO3)N2,20.0
CHEMBL3644571,O=c1[nH]nc2c3c(cccc13)N=C(CNCCc1ccc(Cl)c(Cl)c1)N2,17.0
CHEMBL3644572,O=c1[nH]nc2c3c(cccc13)N=C(CNCCc1cccc(C(F)(F)F)c1)N2,18.0
CHEMBL3644573,O=c1[nH]nc2c3c(cccc13)N=C(CNC1CN3CCC1CC3)N2,35.0
CHEMBL3644574,CN1CCN(CC2=Nc3cccc4c(=O)[nH]nc(c34)N2)CC1,35.0
CHEMBL3644575,O=c1[nH]nc2c3c(cccc13)N=C(CN1CCCN(Cc3ccccc3)CC1)N2,39.0
CHEMBL3644576,CC(C)(C)OC(=O)N1CCCN(CC2=Nc3cccc4c(=O)[nH]nc(c34)N2)CC1,51.0
CHEMBL3644577,O=c1[nH]nc2c3c(cccc13)N=C(CN1CCCN(Cc3ccc(F)cc3)CC1)N2,26.0
CHEMBL3644578,O=c1[nH]nc2c3c(cccc13)N=C(CN1CCCNCC1)N2,41.0
CHEMBL3644579,O=C(c1ccccc1C(F)(F)F)N1CCCN(CC2=Nc3cccc4c(=O)[nH]nc(c34)N2)CC1,43.0
CHEMBL3644580,O=C(c1cccc(Cl)c1)N1CCCN(CC2=Nc3cccc4c(=O)[nH]nc(c34)N2)CC1,29.0
CHEMBL3644581,O=c1[nH]nc2c3c(cccc13)N=C(CN1CCN(c3ccccn3)CC1)N2,13.0
CHEMBL3644582,O=c1[nH]nc2c3c(cccc13)N=C(CNCCc1ccccc1F)N2,28.0
CHEMBL3644583,O=c1[nH]nc2c3c(cccc13)N=C(CN1CCN(c3ccc(F)cc3)CC1)N2,31.0
CHEMBL3644584,CC(=O)N1CCCN(CC2=Nc3cccc4c(=O)[nH]nc(c34)N2)CC1,49.0
CHEMBL3644585,O=c1[nH]nc2c3c(cccc13)N=C(CNCCc1ccccc1)N2,44.0
CHEMBL3644586,O=c1[nH]nc2c3c(cccc13)N=C(CN1CCC(c3ccccc3)CC1)N2,19.0
CHEMBL3644587,O=c1[nH]nc2c3c(cccc13)N=C(CN1Cc3ccccc3C1)N2,12.0
CHEMBL3644588,O=c1[nH]nc2c3c(cccc13)N=C(CN1CCCN(S(=O)(=O)c3ccccc3)CC1)N2,20.0
CHEMBL3644589,O=c1[nH]nc2c3c(cccc13)N=C(CN1CCN(c3ccncc3)CC1)N2,15.0
CHEMBL3644590,O=c1[nH]nc2c3c(cccc13)N=C(CN1CCN(Cc3ccccc3)CC1)N2,39.0
CHEMBL3644591,CN1CCCN(CC2=Nc3cccc4c(=O)[nH]nc(c34)N2)CC1,42.0
CHEMBL3644592,O=c1[nH]nc2c3c(cccc13)N=C(CN1CCC(c3c[nH]c4ccccc34)CC1)N2,13.0
CHEMBL3644593,O=c1[nH]nc2c3c(cccc13)N=C(CNCCc1ccncc1)N2,38.0
CHEMBL3644594,O=c1[nH]nc2c3c(cccc13)N=C(CN1CCc3ccccc3C1)N2,21.0
CHEMBL3644595,COc1ccc2c(c1OC)CCN(CC1=Nc3cccc4c(=O)[nH]nc(c34)N1)C2,49.0
CHEMBL3644596,O=c1[nH]nc2c3c(cccc13)N=C(CN1CCCN(S(=O)(=O)c3cccc(C(F)(F)F)c3)CC1)N2,11.0
CHEMBL3644597,COc1ccc(S(=O)(=O)N2CCN(CC3=Nc4cccc5c(=O)[nH]nc(c45)N3)CC2)cc1,52.0
CHEMBL3644598,O=c1[nH]nc2c3c(cccc13)N=C(CN1CCN(S(=O)(=O)c3cccc(F)c3)CC1)N2,15.0
CHEMBL3644599,Cc1ccc(S(=O)(=O)N2CCN(CC3=Nc4cccc5c(=O)[nH]nc(c45)N3)CC2)cc1,21.0
CHEMBL3644600,O=c1[nH]nc2c3c(cccc13)N=C(CN1CCN(S(=O)(=O)c3ccccc3)CC1)N2,23.0
CHEMBL3644601,O=c1[nH]nc2c3c(cccc13)N=C(CN1CCN(S(=O)(=O)c3cccc(C(F)(F)F)c3)CC1)N2,14.0
CHEMBL3644602,O=c1[nH]nc2c3c(cccc13)N=C(CN1CCN(S(=O)(=O)c3ccc(Cl)cc3)CC1)N2,18.0
CHEMBL3644603,O=c1[nH]nc2c3c(cccc13)N=C(CN1CCN(S(=O)(=O)c3ccc(F)cc3)CC1)N2,27.0
CHEMBL3644604,CC(C)c1ccc(S(=O)(=O)N2CCN(CC3=Nc4cccc5c(=O)[nH]nc(c45)N3)CC2)cc1,17.0
CHEMBL3644605,CC(C)(C)c1ccc(S(=O)(=O)N2CCN(CC3=Nc4cccc5c(=O)[nH]nc(c45)N3)CC2)cc1,13.0
CHEMBL3644606,CC(C)c1ccc(S(=O)(=O)N2CCCN(CC3=Nc4cccc5c(=O)[nH]nc(c45)N3)CC2)cc1,23.0
CHEMBL3644607,O=c1[nH]nc2c3c(cccc13)N=C(CN1CCCN(S(=O)(=O)c3ccc(Cl)cc3)CC1)N2,24.0
CHEMBL3644608,O=c1[nH]nc2c3c(cccc13)N=C(CN1CCCN(S(=O)(=O)c3cccc(F)c3)CC1)N2,27.0
CHEMBL3644609,COc1ccc(S(=O)(=O)N2CCCN(CC3=Nc4cccc5c(=O)[nH]nc(c45)N3)CC2)cc1,22.0
CHEMBL3644610,Nc1ccc(S(=O)(=O)N2CCCN(CC3=Nc4cccc5c(=O)[nH]nc(c45)N3)CC2)cc1,15.0
CHEMBL3644611,O=c1[nH]nc2c3c(cccc13)N=C(CN1CCCN(S(=O)(=O)c3ccc(-c4ccccc4)cc3)CC1)N2,22.0
CHEMBL3644612,Nc1ccc(S(=O)(=O)N2CCN(CC3=Nc4cccc5c(=O)[nH]nc(c45)N3)CC2)cc1,45.0
CHEMBL3644613,CC(C)(C)OC(=O)NCC1=Nc2cccc3c(=O)[nH]nc(c23)N1,47.0
CHEMBL3644614,Cc1ccc(S(=O)(=O)NCC2=Nc3cccc4c(=O)[nH]nc(c34)N2)cc1,171.0
CHEMBL3644615,O=c1[nH]nc2c3c(cccc13)N=C(CNS(=O)(=O)c1ccccc1)N2,23.0
CHEMBL3644616,O=C(NCC1=Nc2cccc3c(=O)[nH]nc(c23)N1)c1ccc([N+](=O)[O-])cc1,10.0
CHEMBL1205058,O=C(O)c1ccc2c(c1)[nH]c(=O)c1ccccc12,70.0
CHEMBL3696941,O=C(O)c1ccc2c3ccccc3c(=O)n(CCCO)c2c1,60.0
CHEMBL3696942,O=C(O)c1ccc2c(c1)nc(OCCCO)c1ccccc12,400.0
CHEMBL3696943,O=c1[nH]c2cc(-c3nnn[nH]3)ccc2c2ccccc12,30.0
CHEMBL3696944,O=C(O)c1ccc2c(c1)[nH]c(=O)c1ccncc12,1000.0
CHEMBL3696945,COC(=O)c1ccc2c(c1)[nH]c(=O)c1ccncc12,800.0
CHEMBL3663637,NC(=O)c1cccc2[nH]n(C3CCN(C4CCCC4)CC3)c(=O)c12,240.0
CHEMBL3663638,NC(=O)c1cccc2[nH]n(C3CCN(C4CCCCC4)CC3)c(=O)c12,230.0
CHEMBL3663639,NC(=O)c1cccc2[nH]n(C3CCN(C4CCC(F)(F)CC4)CC3)c(=O)c12,150.0
CHEMBL3663640,Cn1c2cccc(C(N)=O)c2c(=O)n1C1CCN(C2CCCCC2)CC1,26.0
CHEMBL3663641,Cn1c2cccc(C(N)=O)c2c(=O)n1C1CCN(C2CCC(F)(F)CC2)CC1,100.0
CHEMBL3663642,Cn1c2cccc(C(N)=O)c2c(=O)n1C1CCN(C2CCCC2)CC1,130.0
CHEMBL3663643,CN1CCC(n2[nH]c3cccc(C(N)=O)c3c2=O)CC1,600.0
CHEMBL3663644,Cn1c2cccc(C(N)=O)c2c(=O)n1C1CCNCC1,50.0
CHEMBL3663645,CC(C)N1CCC(n2c(=O)c3c(C(N)=O)cccc3n2C)CC1,130.0
CHEMBL3663646,NC(=O)c1cccc2[nH]n(C3CCN(C4CCC4)CC3)c(=O)c12,2500.0
CHEMBL3663647,Cn1c2cccc(C(N)=O)c2c(=O)n1C1CCN(C2CCC2)CC1,23.0
CHEMBL3663650,Cn1c2cc(F)cc(C(N)=O)c2c(=O)n1C1CCN(C2CCCCC2)CC1,15.0
CHEMBL3663651,NC(=O)c1cc(F)cc2[nH]n(C3CCN(C4CCCCC4)CC3)c(=O)c12,340.0
CHEMBL3663652,NC(=O)c1cccc2[nH]n(C3CCN(CC4CCCCC4)CC3)c(=O)c12,95.0
CHEMBL3663653,Cn1c2cccc(C(N)=O)c2c(=O)n1C1CCN(CC2CCCCC2)CC1,190.0
CHEMBL3663654,NC(=O)c1cccc2[nH]n(C3CCN(Cc4cccs4)CC3)c(=O)c12,70.0
CHEMBL3663658,Cn1c2cccc(C(N)=O)c2c(=O)n1C1CCN(Cc2cccs2)CC1,130.0
CHEMBL3663656,NC(=O)c1cccc2[nH]n(C3CCN(CC4CC=CCC4)CC3)c(=O)c12,150.0
CHEMBL3663655,Cn1c2cccc(C(N)=O)c2c(=O)n1C1CCN(CC2CC=CCC2)CC1,44.0
CHEMBL3663657,NC(=O)c1cccc2[nH]n(C3CCN(Cc4ccco4)CC3)c(=O)c12,230.0
CHEMBL3663659,Cn1c2cccc(C(N)=O)c2c(=O)n1C1CCN(Cc2ccco2)CC1,1300.0
CHEMBL3929005,COc1ccc(C(=O)C2CCN(C3CCN(Cc4nc5c(c(=O)[nH]4)COCC5)C3=O)CC2)cc1,9300.0
CHEMBL3897483,COc1ccc(C(=O)C2CCN([C@H]3CCN(Cc4nc5c(c(=O)[nH]4)COCC5)C3=O)CC2)cc1,21000.0
CHEMBL3945237,COc1ccc(C(=O)C2CCN(C3CCN(Cc4nc5c(cnn5C)c(=O)[nH]4)C3=O)CC2)cc1,19000.0
CHEMBL3941919,O=C(c1ccc(Cl)cc1)C1CCN(C2CCN(Cc3nc4c(c(=O)[nH]3)COCC4)C2=O)CC1,16600.0
CHEMBL3956961,O=C(c1ccc(F)cc1)C1CCN(C2CCN(Cc3nc4c(c(=O)[nH]3)COCC4)C2=O)CC1,23600.0
CHEMBL3929392,O=C(c1ccc(F)cc1)C1CCN([C@H]2CCN(Cc3nc4c(c(=O)[nH]3)COCC4)C2=O)CC1,37400.0
CHEMBL3918110,COc1ccc(C(=O)C2CCN([C@H]3CCN(Cc4nc5c(c(=O)[nH]4)COCC5)C3=O)CC2)cc1C,24000.0
CHEMBL3927023,COc1ccc(C(=O)C2CCN(C3CCN(Cc4nc5c(c(=O)[nH]4)CCC5)C3=O)CC2)cc1,29600.0
CHEMBL3900374,CCc1cc(=O)[nH]c(CN2CCC(N3CCC(C(=O)c4ccc(OC)cc4)CC3)C2=O)n1,19000.0
CHEMBL3931845,COc1ccc(C(=O)C2CCN(C3CCN(Cc4ncc(C)c(=O)[nH]4)C3=O)CC2)cc1,19000.0
CHEMBL3909379,COc1ccc(C(=O)C2CCN(C3CCN(Cc4nc(C)c(C)c(=O)[nH]4)C3=O)CC2)cc1,19000.0
CHEMBL3921853,COc1ccc(C(=O)C2CCN([C@H]3CCN(Cc4nc5ccccc(=O)c5[nH]4)C3=O)CC2)cc1C,20200.0
CHEMBL4111286,COc1ccc(C(=O)C2CCN([C@@H]3CCN(Cc4nc5ccccc(=O)c5[nH]4)C3=O)CC2)cc1,19000.0
CHEMBL3897864,COc1ccc(C(=O)C2CCN(C3CCN(CC(=O)Nc4nnc5n4CCS5)C3=O)CC2)cc1,19000.0
CHEMBL3964994,COc1ccc(C(=O)C2CCN([C@@H]3CCN(CC(=O)Nc4nnc5n4CCS5)C3=O)CC2)cc1,19000.0
CHEMBL3925030,O=C(CN1CCC(C(=O)c2ccc(Cl)cc2)CC1)NCc1nc2c(c(=O)[nH]1)COCC2,9100.0
CHEMBL3947374,CC(C)Oc1ccc(C(=O)C2CCN(CC(=O)NCc3nc4c(c(=O)[nH]3)COCC4)CC2)cc1,5630.0
CHEMBL4110589,C[C@H](c1ccccc1)N(Cc1nc2c(c(=O)[nH]1)COCC2)C(=O)CN1CCC(C(=O)c2ccc(F)cc2)CC1,19000.0
CHEMBL3961412,COc1ccc(C(=O)C2CCN(CC(=O)N(Cc3nc4c(c(=O)[nH]3)CCCC4)CC3CC3)CC2)cc1,16400.0
CHEMBL3933931,COc1ccc(C(=O)C2CCN(CC(=O)NCc3nc4c(c(=O)[nH]3)CCCC4)CC2)cc1,1080.0
CHEMBL3966085,O=C(CN1CCC(C(=O)c2ccc(F)cc2)CC1)NCc1nc2c(c(=O)[nH]1)CCCC2,2700.0
CHEMBL3932754,COc1ccc(C(=O)C2CCN(CC(=O)NCc3nc4c(c(=O)[nH]3)CCC4)CC2)cc1,17900.0
CHEMBL3901978,COc1ccc(C(=O)C2CCN(CC(=O)NCc3nc(C)c(C)c(=O)[nH]3)CC2)cc1,19000.0
CHEMBL3929923,CC(C)(C)CN(Cc1nc2c(c(=O)[nH]1)COCC2)C(=O)CN1CCC(C(=O)c2ccc(F)cc2)CC1,19000.0
CHEMBL3914416,O=C(c1ccc(F)cc1)C1CCN(CC(=O)N(Cc2ccc(F)cc2)Cc2nc3c(c(=O)[nH]2)COCC3)CC1,19000.0
CHEMBL3938947,COc1ccc(CN(Cc2nc3c(c(=O)[nH]2)COCC3)C(=O)CN2CCC(C(=O)c3ccc(F)cc3)CC2)cc1,19000.0
CHEMBL3956490,O=C(c1ccc(F)cc1)C1CCN(CC(=O)N(Cc2nc3c(c(=O)[nH]2)COCC3)Cc2nc3ccccc3s2)CC1,19000.0
CHEMBL3985156,COc1cccc(CN(Cc2nc3c(c(=O)[nH]2)COCC3)C(=O)CN2CCC(C(=O)c3ccc(F)cc3)CC2)c1,19000.0
CHEMBL3937250,O=C(c1ccc(F)cc1)C1CCN(CC(=O)N(Cc2cccc(F)c2)Cc2nc3c(c(=O)[nH]2)COCC3)CC1,19000.0
CHEMBL3919581,C[C@@H](c1ccccc1)N(Cc1nc2c(c(=O)[nH]1)COCC2)C(=O)CN1CCC(C(=O)c2ccc(F)cc2)CC1,19000.0
CHEMBL2419705,O=C(c1ccc(F)cc1)C1CCN(CC(=O)N(Cc2nc3c(c(=O)[nH]2)COCC3)CC2CC2)CC1,19000.0
